,Type,Name,X,Y,Z,Width,PavementType,OnStructure,AutoVolume,AutoSpeedMph,MediumTruckVolume,MediumTruckSpeedMph,HeavyTruckVolume,HeavyTruckSpeedMph,BusVolume,BusSpeedMph,MotorcycleVolume,MotorcycleSpeedMph,ControlDevice,AffectedVehicles,ConstraintSpeedMph
32,Roadway,121-04349,-9532300.241772003,4621148.188446954,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
33,Roadway,121-04349,-9532437.16474568,4621091.453237483,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
34,Roadway,121-04349,-9532609.70995641,4621040.391816356,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
35,Roadway,121-04349,-9532747.746124992,4621004.932645169,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
36,Roadway,121-04349,-9532990.42261492,4620938.269734057,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
37,Roadway,121-04349,-9533095.062936267,4620908.484317583,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
38,Roadway,121-04349,-9533162.967825651,4620888.627421154,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
39,Roadway,121-04349,-9533196.36367289,4620875.862293679,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
40,Roadway,121-04349,-9533263.155367367,4620848.91374322,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
41,Roadway,121-04349,-9533327.720672024,4620813.455231696,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
42,Roadway,121-04349,-9533368.908883616,4620786.506844632,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
43,Roadway,121-04349,-9533422.3422392,4620749.630218777,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
44,Roadway,121-04349,-9533476.88878969,4620709.91707715,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
45,Roadway,121-04349,-9533592.661060113,4620624.818003905,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
46,Roadway,121-04349,-9533675.0374833,4620579.432119189,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
47,Roadway,121-04349,-9533741.829177776,4620555.320949332,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
0,Roadway,121+04350,-9533719.565279618,4620490.079243478,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
1,Roadway,121+04350,-9533663.90553422,4620531.209835952,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
2,Roadway,121+04350,-9533596.000644837,4620582.268731121,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
3,Roadway,121+04350,-9533482.454764228,4620664.530817196,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
4,Roadway,121+04350,-9533368.908883616,4620748.211889653,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
5,Roadway,121+04350,-9533315.475528037,4620782.251842599,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
6,Roadway,121+04350,-9533230.872715034,4620827.638621647,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
7,Roadway,121+04350,-9533183.005333994,4620847.495400416,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
8,Roadway,121+04350,-9533081.704597373,4620878.698987304,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
9,Roadway,121+04350,-9532918.064945906,4620924.086191653,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
10,Roadway,121+04350,-9532695.42596432,4620983.6572010955,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
11,Roadway,121+04350,-9532591.898837881,4621012.024469634,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
12,Roadway,121+04350,-9532520.654363776,4621030.463236109,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
13,Roadway,121+04350,-9532449.409889666,4621050.32040618,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
14,Roadway,121+04350,-9532345.882763227,4621090.034861253,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
15,Roadway,121+04350,-9532247.92161133,4621138.259762719,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
16,Roadway,121+04350,-9532153.300044155,4621193.576839713,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
17,Roadway,121+04350,-9532044.206943179,4621265.915004392,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
18,Roadway,121+04350,-9531883.906876436,4621368.040337757,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
19,Roadway,121+04350,-9531581.117861478,4621563.783392648,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
20,Roadway,121+04350,-9531357.365684984,4621695.699290441,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
