tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
114-04507,I-405,SOUTHBOUND,6TH AVE/SW 1ST AVE/EXIT 1,OR,MULTNOMAH,97201,45.51096,-122.68848,45.51014,-122.68773,0.067288,14.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,,93086,3797,6935,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,46543,1899,3468
114+05266,US-26,WESTBOUND,SE 122ND AVE,OR,MULTNOMAH,97236,45.4948,-122.49672,45.49706,-122.53765,2.047991,154.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,2,26,3,1,26,18244,505,408,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9122,253,204
114+05267,US-26,WESTBOUND,SE 182ND AVE/SW HIGHLAND DR,OR,MULTNOMAH,97030,45.49713,-122.43826,45.49037,-122.47555,1.993711,152.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,3,26,3,1,,21814,930,273,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,10907,465,137
114-04506,I-405,SOUTHBOUND,4TH AVE/SW 1ST AVE/EXIT 1,OR,MULTNOMAH,97201,45.50693,-122.68318,45.50664,-122.68273,0.029596,16.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,,73481,2997,5474,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,36741,1499,2737
114+05261,US-26,WESTBOUND,I-5/SW MACADAM AVE,OR,MULTNOMAH,97201,45.50147,-122.662,45.50062,-122.67254,0.513728,161.0,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,1,4,26,3,1,26,49268,1685,655,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,24634,843,328
114+05262,US-26,WESTBOUND,SE MCLOUGHLIN BLVD/SE GRAND AVE,OR,MULTNOMAH,97202,45.50154,-122.6568,45.50158,-122.65953,0.132225,159.0,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,4,26,3,1,26,45799,1565,608,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22900,783,304
114+05263,US-26,WESTBOUND,SE 52ND AVE,OR,MULTNOMAH,97206,45.49741,-122.57874,45.49749,-122.60905,1.467711,158.0,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,4,26,3,1,26,23330,669,317,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11665,335,159
114N05939,OR-99E,SOUTHBOUND,US-26/ROSS ISLAND BRIDGE/WOODWARD ST,OR,MULTNOMAH,97202,45.50216,-122.66081,45.50008,-122.66026,0.146378,16.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,6,1,6,99,4,1,99E,52994,1600,1478,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,26497,800,739
114N12124,NE FAIRVIEW PKY,SOUTHBOUND,US-30 BYP/NE SANDY BLVD,OR,MULTNOMAH,97024,45.54407,-122.44948,45.54389,-122.44949,0.012444,1.0,America/Los_Angeles,P1.11,USA,1691,4,N,3,71317,2,,2,,1,1,,6819,377,75,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,3410,189,38
114-05943,OR-99E,SOUTHBOUND,NE BROADWAY ST,OR,MULTNOMAH,97212,45.54828,-122.66159,45.53508,-122.66164,0.91241,9.0,America/Los_Angeles,P1.11,USA,285,4,N,3,71317,1,,4,99,4,1,99E,15174,815,1158,1,16,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,15174,815,1158
114-05944,OR-99E,SOUTHBOUND,US-30 BYP/NE LOMBARD ST,OR,MULTNOMAH,97211,45.58112,-122.6613,45.57723,-122.66133,0.268731,5.0,America/Los_Angeles,P1.11,USA,258,3,N,3,71317,2,1,4,99,4,1,99E,14354,1250,817,3,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7177,625,409
114-05941,OR-99E,SOUTHBOUND,NE LLOYD BLVD/NE GLISAN ST,OR,MULTNOMAH,97232,45.53436,-122.66166,45.52655,-122.66171,0.539534,11.0,America/Los_Angeles,P1.11,USA,285,4,N,3,71317,1,,4,99,4,1,99E,13571,729,1037,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,13571,729,1037
114-05942,OR-99E,SOUTHBOUND,NE WEIDLER ST,OR,MULTNOMAH,97232,45.53508,-122.66164,45.53436,-122.66166,0.049747,10.0,America/Los_Angeles,P1.11,USA,285,4,N,3,71317,1,,4,99,4,1,99E,13586,729,1037,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,13586,729,1037
114P05265,US-26,WESTBOUND,I-205,OR,MULTNOMAH,97266,45.49723,-122.56459,45.49738,-122.56664,0.100562,156.0,America/Los_Angeles,P1.11,USA,209,3,N,1,71317,2,,3,26,3,1,26,19806,560,451,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,9903,280,226
114-05940,OR-99E,SOUTHBOUND,SE TAYLOR ST,OR,MULTNOMAH,97214,45.51546,-122.66181,45.51508,-122.66181,0.02625,14.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,4,,1,,1,1,,12004,664,133,1,34,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,12004,664,133
114N13212,N RUSSELL ST,WESTBOUND,N INTERSTATE AVE/N LARRABEE AVE,OR,MULTNOMAH,97227,45.54101,-122.6771,45.54102,-122.67804,0.045492,3.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114N12123,NE FAIRVIEW PKY,SOUTHBOUND,I-84/US-30 BYP,OR,MULTNOMAH,97024,45.5406,-122.44954,45.53887,-122.4489,0.123707,3.0,America/Los_Angeles,P1.3,USA,1691,4,N,3,71317,2,1,3,,1,1,,11515,487,1720,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,5758,244,860
114N12362,BURNSIDE,EASTBOUND,OR-99E/NE GRAND AVE,OR,MULTNOMAH,97214,45.52295,-122.66177,45.52294,-122.66072,0.050824,11.0,America/Los_Angeles,P1.11,USA,468,4,N,3,71317,1,,3,,1,1,,9053,486,693,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,9053,486,693
114N12121,NE FAIRVIEW PKY,SOUTHBOUND,NE GLISAN ST,OR,MULTNOMAH,97024,45.52876,-122.4425,45.52783,-122.44251,0.064247,6.0,America/Los_Angeles,P1.11,USA,1691,4,N,3,71317,2,1,4,,1,1,,22262,545,655,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11131,273,328
114N12363,BURNSIDE,EASTBOUND,BURNSIDE BRIDGE,OR,MULTNOMAH,97214,45.5231,-122.67022,45.52301,-122.66512,0.246937,9.0,America/Los_Angeles,P3.2,USA,468,4,N,3,71317,2,1,5,,1,1,,21631,1679,1062,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,10816,840,531
114N04506,I-405,SOUTHBOUND,4TH AVE/SW 1ST AVE/EXIT 1,OR,MULTNOMAH,97201,45.50664,-122.68273,45.50574,-122.68081,0.112397,17.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,6,405,2,1,,75182,3066,5599,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,37591,1533,2800
114N04508,I-405,SOUTHBOUND,US-26/EXIT 1D (NB),OR,MULTNOMAH,97201,45.51187,-122.6891,45.51096,-122.68848,0.06975,13.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,,93086,3797,6935,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,46543,1899,3468
114N04507,I-405,SOUTHBOUND,6TH AVE/SW 1ST AVE/EXIT 1,OR,MULTNOMAH,97201,45.51014,-122.68773,45.50693,-122.68318,0.313224,15.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,6,405,3,1,26,78889,3398,6207,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,39445,1699,3104
114P05262,US-26,WESTBOUND,SE MCLOUGHLIN BLVD/SE GRAND AVE,OR,MULTNOMAH,97202,45.50158,-122.65953,45.50147,-122.662,0.120071,160.0,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,1,4,26,3,1,26,52315,1789,694,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,26158,895,347
114P05261,US-26,WESTBOUND,I-5/SW MACADAM AVE,OR,MULTNOMAH,97239,45.50062,-122.67254,45.50233,-122.67566,0.244028,162.0,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,1,4,26,3,1,26,49268,1685,655,1,37,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,24634,843,328
114P11854,SE 34TH ST,EASTBOUND,SE 164TH AVE,WA,CLARK,98683,45.59671,-122.50393,45.59671,-122.50353,0.019334,1.0,America/Los_Angeles,P1.11,USA,1623,4,N,3,71317,2,,4,,1,1,,10627,742,247,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,5314,371,124
114-05939,OR-99E,SOUTHBOUND,US-26/ROSS ISLAND BRIDGE/WOODWARD ST,OR,MULTNOMAH,97214,45.51508,-122.66181,45.50216,-122.66081,0.901932,15.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,1,1,4,99,4,1,99E,26958,1476,897,1,64,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,26958,1476,897
114N12456,COLUMBIA HOUSE BLVD,WESTBOUND,WA-14/SE COLUMBIA WAY,WA,CLARK,98661,45.61886,-122.64965,45.61779,-122.65156,0.158818,3.0,America/Los_Angeles,P1.11,USA,1790,4,N,3,71317,2,1,2,14,1,1,,9583,558,223,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4792,279,112
114N12698,N GREELEY AVE,SOUTHBOUND,N GOING ST,OR,MULTNOMAH,97217,45.55647,-122.69309,45.55401,-122.69181,0.181228,5.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+08311,N INTERSTATE AVE,NORTHBOUND,N GREELEY AVE,OR,MULTNOMAH,97227,45.54101,-122.6771,45.54476,-122.67745,0.261901,4.0,America/Los_Angeles,P1.11,USA,483,4,N,4,71317,2,,2,,1,1,,12767,534,230,5,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6384,267,115
114+11967,NE 112TH AVE,NORTHBOUND,NE 28TH ST/NE BURTON RD,WA,CLARK,98684,45.62276,-122.55747,45.64275,-122.55796,1.382218,1.0,America/Los_Angeles,P1.11,USA,1651,4,N,3,71317,2,,4,,1,1,,20022,200,400,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10011,100,200
114+11968,NE 112TH AVE,NORTHBOUND,WA-500,WA,CLARK,98682,45.64275,-122.55796,45.66139,-122.55879,1.297026,2.0,America/Los_Angeles,P1.11,USA,1651,4,N,3,71317,2,,4,,1,1,,22830,570,455,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11415,285,228
114N12451,N COLUMBIA,EASTBOUND,I-5,OR,MULTNOMAH,97217,45.58409,-122.67588,45.58403,-122.67537,0.025003,7.0,America/Los_Angeles,P1.3,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114N14888,US-26,EASTBOUND,SE MILWAUKIE AVE,OR,MULTNOMAH,97202,45.50133,-122.65498,45.50118,-122.65423,0.037764,57.001,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,5,26,3,1,26,34341,1174,457,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,17171,587,229
114+12801,HOLGATE BLVD,EASTBOUND,SE 39TH AVE,OR,MULTNOMAH,97202,45.49035,-122.65363,45.49031,-122.62277,1.503096,3.0,America/Los_Angeles,P1.11,USA,1883,4,N,5,71317,2,1,4,,1,1,,12079,653,743,5,35,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6040,327,372
114P12800,HOLGATE BLVD,EASTBOUND,OR-99E/MCLOUGHLIN BLVD,OR,MULTNOMAH,97202,45.49035,-122.65432,45.49035,-122.65363,0.033415,2.0,America/Los_Angeles,P1.11,USA,1883,4,N,5,71317,2,,4,,1,1,,12079,653,743,5,63,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6040,327,372
114+11865,39TH AVE,NORTHBOUND,SE DIVISION ST,OR,MULTNOMAH,97202,45.49733,-122.62264,45.50478,-122.62264,0.51466,5.0,America/Los_Angeles,P1.11,USA,1626,4,N,3,71317,2,,4,,1,1,,17991,995,200,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8996,498,100
114+11744,6TH AVE,NORTHBOUND,NW JOHNSON ST,OR,MULTNOMAH,97209,45.52038,-122.67783,45.52871,-122.67726,0.598837,5.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+11866,39TH AVE,NORTHBOUND,SE HAWTHORNE BLVD,OR,MULTNOMAH,97214,45.50478,-122.62264,45.51202,-122.62285,0.500261,6.0,America/Los_Angeles,P1.11,USA,1626,4,N,3,71317,2,,4,,1,1,,17991,995,200,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8996,498,100
114N12677,N GOING ST,WESTBOUND,I-5,OR,MULTNOMAH,97217,45.55613,-122.67946,45.55612,-122.68017,0.03435,1.0,America/Los_Angeles,P1.3,USA,1850,4,N,1,71317,4,,1,,1,1,,6484,2234,1668,1,96,1,100,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6484,2234,1668
114+11867,39TH AVE,NORTHBOUND,NE GLISAN ST,OR,MULTNOMAH,97214,45.51202,-122.62285,45.5262,-122.62276,0.982856,7.0,America/Los_Angeles,P1.11,USA,1626,4,N,3,71317,2,1,4,84,1,1,,18127,1001,200,1,100,1,2,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9064,501,100
114+11868,39TH AVE,NORTHBOUND,I-84/US-30 BUS,OR,MULTNOMAH,97232,45.52667,-122.6228,45.53291,-122.62295,0.43338,9.0,America/Los_Angeles,P1.3,USA,1626,4,N,3,71317,2,1,4,84,1,1,,18652,1031,207,1,100,1,9,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9326,516,104
114N12675,NE GLISAN ST,WESTBOUND,NE 238TH DR/NE 242ND DR,OR,MULTNOMAH,97060,45.52772,-122.41315,45.52767,-122.41408,0.045143,2.0,America/Los_Angeles,P1.11,USA,1849,4,N,3,71317,2,,4,,1,1,,14259,1811,264,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7130,906,132
114-12697,N GREELEY AVE,SOUTHBOUND,I-5/N INTERSTATE AVE,OR,MULTNOMAH,97227,45.55401,-122.69181,45.54612,-122.6822,0.719247,6.0,America/Los_Angeles,P1.3,USA,1858,4,N,4,71317,2,,2,,1,1,,4980,278,245,3,7,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,2490,139,123
114-12456,COLUMBIA HOUSE BLVD,WESTBOUND,WA-14/SE COLUMBIA WAY,WA,CLARK,98661,45.61975,-122.6377,45.61886,-122.64965,0.585946,2.0,America/Los_Angeles,P1.11,USA,1790,4,N,3,71317,2,,2,,1,1,,9171,533,211,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4586,267,106
114-12451,N COLUMBIA,EASTBOUND,I-5,OR,MULTNOMAH,97217,45.58696,-122.69218,45.58409,-122.67588,0.827327,6.0,America/Los_Angeles,P1.3,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-12450,N COLUMBIA,EASTBOUND,OR-99E/NE M L KING BLVD,OR,MULTNOMAH,97217,45.58403,-122.67537,45.58112,-122.6613,0.712634,8.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,21601,1068,1409,2,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10801,534,705
114N12688,GRAND BLVD,SOUTHBOUND,COLUMBIA HOUSE BLVD,WA,CLARK,98661,45.61909,-122.64342,45.61885,-122.64342,0.016579,4.0,America/Los_Angeles,P1.11,USA,1855,4,N,3,71317,2,,2,,1,1,,9594,558,222,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4797,279,111
114+11855,SE 34TH ST,EASTBOUND,NW PACIFIC RIM BLVD,WA,CLARK,98683,45.59671,-122.50353,45.59673,-122.47128,1.559282,2.0,America/Los_Angeles,P1.11,USA,1623,4,N,3,71317,2,,4,,1,1,,10627,742,247,1,79,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,5314,371,124
114N12446,N COLUMBIA,EASTBOUND,OR-213/NE 82ND AVE/CASCADE HWY,OR,MULTNOMAH,97218,45.56479,-122.57853,45.5645,-122.57684,0.084158,15.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,1,2,,1,1,,23029,905,288,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11515,453,144
114-07925,OR-99W,SOUTHBOUND,SW BARBUR BLVD,OR,MULTNOMAH,97239,45.49937,-122.67773,45.49572,-122.67797,0.252633,2.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,2,4,10,4,1,10,21088,540,266,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10544,270,133
114-07924,OR-99W,SOUTHBOUND,OR-10/SW CAPITOL HWY,OR,MULTNOMAH,97239,45.49572,-122.67797,45.482370008772,-122.680590000797,1.092492,3.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,2,5,10,4,1,10,26880,687,337,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,13440,344,169
114N12449,N COLUMBIA,EASTBOUND,NE LOMBARD PL,OR,MULTNOMAH,97211,45.57739,-122.64772,45.57721,-122.64699,0.037423,10.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114+11739,6TH AVE,EASTBOUND,NE ADAMS ST,WA,CLARK,98607,45.58212,-122.42659,45.58614,-122.4071,0.998874,3.0,America/Los_Angeles,P1.11,USA,1586,4,N,3,71317,2,,4,,1,1,,14276,573,155,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7138,287,78
114N12448,N COLUMBIA,EASTBOUND,NE 33RD AVE,OR,MULTNOMAH,97211,45.57398,-122.63222,45.57344,-122.62948,0.137661,12.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114-05984,US-26,EASTBOUND,NE HOGAN DR,OR,MULTNOMAH,97030,45.49713,-122.43826,45.49787,-122.41394,1.186619,65.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,4,26,3,1,,21731,2278,533,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10866,1139,267
114N12320,BROADWAY,SOUTHBOUND,I-5/US-30,OR,MULTNOMAH,97227,45.53509,-122.66572,45.53507,-122.66848,0.133805,5.0,America/Los_Angeles,P1.3,USA,1753,4,N,3,71317,1,,4,,1,1,,14299,329,136,4,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,14299,329,136
114-05980,OR-99E,SOUTHBOUND,I-5 (PORTLAND) (SOUTH),OR,MULTNOMAH,97214,45.52505,-122.66172,45.51698,-122.66181,0.557528,12.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-12104,192ND AVE,SOUTHBOUND,WA-14/LEWIS AND CLARK HWY,WA,CLARK,98683,45.59668,-122.47817,45.58534,-122.47348,0.854927,4.0,America/Los_Angeles,P1.11,USA,1687,4,N,3,71317,2,,4,14,1,1,,5143,309,103,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,2572,155,52
114-12107,192ND AVE,SOUTHBOUND,SE 1ST ST,WA,CLARK,98684,45.63567,-122.47592,45.62131,-122.47595,0.992176,1.0,America/Los_Angeles,P1.11,USA,1687,4,N,3,71317,2,,2,,1,1,,6849,477,158,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,3425,239,79
114-14889,US-26,EASTBOUND,SE 10TH AVE,OR,MULTNOMAH,97202,45.50158,-122.65953,45.50154,-122.6568,0.132225,56.001,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,4,26,3,1,26,45799,1565,608,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22900,783,304
114-12105,192ND AVE,SOUTHBOUND,SE 34TH ST,WA,CLARK,98607,45.61005,-122.47593,45.59668,-122.47817,0.9476,3.0,America/Los_Angeles,P1.11,USA,1687,4,N,3,71317,6,,4,,1,1,,5143,309,103,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,2572,155,52
114-12106,192ND AVE,SOUTHBOUND,SE 15TH ST,WA,CLARK,98683,45.62131,-122.47595,45.61005,-122.47593,0.777907,2.0,America/Los_Angeles,P1.11,USA,1687,4,N,3,71317,2,,4,,1,1,,4547,313,105,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,2274,157,53
114-14888,US-26,EASTBOUND,SE MILWAUKIE AVE,OR,MULTNOMAH,97202,45.50154,-122.6568,45.50133,-122.65498,0.089808,57.001,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,4,26,3,1,26,34341,1174,457,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17171,587,229
114N12319,BROADWAY,SOUTHBOUND,BROADWAY BRIDGE/N INTERSTATE AVE,OR,MULTNOMAH,97209,45.53346,-122.67123,45.52987,-122.6776,0.395932,7.0,America/Los_Angeles,P1.11,USA,1753,4,N,3,71317,2,1,4,,1,1,,23506,541,223,4,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11753,271,112
114-04406,I-205,SOUTHBOUND,MILL PLAIN RD/EXIT 28,WA,CLARK,98664,45.65067,-122.56737,45.62518,-122.5597,1.809171,7.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,6,500,4,1,,85831,3090,3613,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,42916,1545,1807
114-04405,I-205,SOUTHBOUND,WA-14/EXIT 27,WA,CLARK,98664,45.61664,-122.55663,45.61145,-122.55294,0.404531,9.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,98257,3537,4137,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,49129,1769,2069
114-04402,I-205,SOUTHBOUND,US-30 BUS/COLUMBIA BLVD/EXIT 23,OR,MULTNOMAH,97220,45.56742,-122.55483,45.56333,-122.56026,0.385793,14.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,122842,4445,9617,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,61421,2223,4809
114-04401,I-205,SOUTHBOUND,US-30 BUS/SANDY BLVD/EXIT 23,OR,MULTNOMAH,97220,45.55798,-122.56678,45.55709,-122.56723,0.065323,16.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,124248,4829,10462,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,62124,2415,5231
114-04404,I-205,SOUTHBOUND,GLENN JACKSON BRIDGE,WA,CLARK,98664,45.60299,-122.55151,45.59852000967,-122.550720002454,0.311253,11.0,America/Los_Angeles,P3.2,USA,92,1,N,1,71317,6,1,8,205,4,1,,116582,4197,4908,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,58291,2099,2454
114-04403,I-205,SOUTHBOUND,AIRPORT WAY/EXIT 24,OR,MULTNOMAH,97220,45.58061,-122.54388,45.57449,-122.54641,0.443317,12.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,127142,4628,7631,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,63571,2314,3816
114-05972,US-26,EASTBOUND,NW EASTMAN PKWY,OR,MULTNOMAH,97030,45.49037,-122.47555,45.49713,-122.43826,1.993711,64.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,3,26,3,1,,21814,930,273,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,10907,465,137
114P08125,DIVISION ST,EASTBOUND,I-205,OR,MULTNOMAH,97266,45.50443,-122.56597,45.5044,-122.56325,0.131723,5.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-05973,US-26,EASTBOUND,SE 162ND AVE,OR,MULTNOMAH,97236,45.49706,-122.53765,45.4948,-122.49672,2.047991,62.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,2,26,3,1,26,18244,505,408,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9122,253,204
114-04400,I-205,SOUTHBOUND,I-84/US-30/EXIT 22,OR,MULTNOMAH,97220,45.55539,-122.56731,45.5509,-122.56329,0.374763,18.0,America/Los_Angeles,P1.1,USA,92,1,N,1,71317,6,1,7,205,2,1,,132504,4829,10462,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,66252,2415,5231
